ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
846-43-4250|4174980444088798874|Amanda|Mason|F|788 Lee View Suite 227|Cypress|TX|77429|29.9766|-95.6358|122803|Retail merchandiser|1961-09-17|642543188893|adults_50up_female_urban.json
086-49-5824|3573301258822801|Christina|Wilson|F|2940 Cassandra Causeway|Parker|CO|80134|39.4895|-104.8447|84861|Housing manager/officer|1962-07-31|708971658318|adults_50up_female_urban.json
144-18-6047|588564384273|Cameron|Jones|M|9545 Kim Brook Suite 228|Lutherville Timonium|MD|21093|39.4332|-76.6546|36465|Journalist, broadcasting|1957-08-28|886445089004|adults_50up_male_urban.json
373-84-1247|6596628430737812|Mallory|Simpson|F|3137 Sandoval Common|New Baltimore|MI|48047|42.673|-82.7753|56734|Programme researcher, broadcasting/film/video|1993-05-01|250332668855|adults_2550_female_urban.json
774-73-4725|3565847478020626|Henry|Jones|M|9505 Katie Courts Suite 230|White Plains|MD|20695|38.5974|-76.9903|6794|Regulatory affairs officer|1993-09-09|849303159944|adults_2550_male_urban.json
152-82-9807|180022990842219|Linda|Miller|F|606 Hartman Stream|Cleveland|OH|44101|41.5234|-81.5996|769341|Plant breeder/geneticist|1965-10-12|288850625608|adults_50up_female_urban.json
390-20-4178|213162886724518|Sophia|Ramos|F|111 Young Port|Lafayette|LA|70501|30.2361|-92.0083|151705|Art gallery manager|1960-10-25|782611363948|adults_50up_female_urban.json
499-73-5130|3527178243359686|David|Lee|M|943 Michael Rest|Vallejo|CA|94589|38.1582|-122.2804|119080|Systems analyst|1938-12-18|779632442825|adults_50up_male_urban.json
176-80-6392|375507249240350|Jeffrey|Carter|M|3475 Allen Lodge|Saint Paul|MN|55126|45.0736|-93.138|753116|IT trainer|1959-09-10|919915697959|adults_50up_male_urban.json
064-35-9428|6586430307967909|Jason|Ballard|M|12920 Jennifer Junction|Boise|ID|83709|43.5741|-116.2941|255947|Advertising copywriter|1974-09-07|543559003421|adults_50up_male_urban.json
100-63-5942|4084420081515|James|Young|M|082 Kenneth Drive Suite 790|Marshfield|WI|54449|44.6615|-90.1784|26418|Textile designer|1984-06-20|434184054210|adults_2550_male_urban.json
074-73-5609|3593889979319848|Jessica|Shah|F|926 Robinson Lakes Suite 533|Dadeville|AL|36853|32.8224|-85.7704|8269|Bonds trader|1998-10-26|110567293587|adults_2550_female_urban.json
648-06-0948|630412640736|Justin|Rivas|M|151 Daniel Way Apt. 441|North Bergen|NJ|07047|40.7939|-74.0258|60773|Teacher, primary school|1977-03-11|203129824389|adults_2550_male_urban.json
027-11-1267|4434646237010325|Kevin|Bates|M|7687 Miller Oval|Saratoga|CA|95070|37.2713|-122.0227|30617|Music tutor|1934-01-15|468095830569|adults_50up_male_urban.json
270-31-4434|4526812614095334|Melissa|Suarez|F|84233 Cook Stravenue Suite 481|Akron|OH|44321|41.1002|-81.6443|272134|Teaching laboratory technician|1956-02-18|3532946668|adults_50up_female_urban.json
052-94-2762|341074675644127|Meredith|Davis|F|465 Mary Lock|Saint Charles|IL|60175|41.9478|-88.3918|56316|Network engineer|1964-03-21|781897866561|adults_50up_female_urban.json
301-67-4232|571261964597|Nicole|Thomas|F|70291 Darren Canyon|California|KY|41007|38.9056|-84.3171|4193|Chief Executive Officer|1964-08-23|378438241366|adults_50up_female_urban.json
342-16-4404|4635846270022|Melissa|Sherman|F|613 Watkins Drives|Barrington|RI|02806|41.7443|-71.3175|16310|Intelligence analyst|1987-06-15|457193859411|adults_2550_female_urban.json
859-24-0540|30407437879274|Nicholas|Fuller|M|4708 Kimberly Path|Douglasville|GA|30134|33.7606|-84.7477|105268|Tour manager|1995-06-30|927954373658|adults_2550_male_urban.json
824-50-6694|4134929572793|Sara|Reynolds|F|88859 Owens Port Suite 979|West Palm Beach|FL|33413|26.6555|-80.1596|459921|Site engineer|1948-02-11|36463344112|adults_50up_female_urban.json
521-27-2882|3535722335911829|Cassandra|Munoz|F|638 Nicholas Points|Albertson|NC|28508|35.1176|-77.8515|2737|Geographical information systems officer|1946-04-10|521715525961|adults_50up_female_urban.json
399-14-6868|2262965964510567|Carrie|Jones|F|7421 Bryant Crescent Suite 442|Syracuse|NY|13210|43.0354|-76.1282|229807|Engineer, chemical|1969-10-13|567622440982|adults_50up_female_urban.json
316-73-4154|30595903355843|Eddie|Mays|M|98329 Hale Keys|Summerville|SC|29485|32.9756|-80.1831|111788|Geophysicist/field seismologist|1975-01-27|211971375094|adults_50up_male_urban.json
649-46-2331|6011154073708124|Patrick|Brown|M|9235 Marshall Road Suite 569|Ridgefield Park|NJ|07660|40.8562|-74.023|12729|Financial controller|1982-04-18|683508501702|adults_2550_male_urban.json
146-77-8476|3577587198490552|Steven|Collins|M|4570 Michael Drive|Hazleton|PA|18201|40.9488|-75.9563|39599|Operational researcher|2000-06-10|777240239683|adults_2550_male_urban.json
796-36-3383|3549718488581702|Anna|Beasley|F|4271 Gerald Divide|New York City|NY|10002|40.7152|-73.9877|1577385|Camera operator|2005-06-12|117619999642|young_adults_female_urban.json
234-63-5223|213153745757005|Patrick|Alexander|M|20899 Mckenzie Fort Suite 934|Hamtramck|MI|48212|42.4081|-83.0583|39038|Marine scientist|1997-10-27|464898593421|adults_2550_male_urban.json
173-47-2720|345602014722711|Michael|Mejia|M|21637 Ray Trafficway|Dallas|TX|75201|32.7904|-96.8044|1263321|Dispensing optician|1956-04-27|231429124884|adults_50up_male_urban.json
245-08-4525|5172303183990133|Elizabeth|Hall|F|44714 Kevin Plaza Apt. 098|Alpharetta|GA|30005|34.0782|-84.2281|165556|Nurse, adult|1995-05-20|859603566810|adults_2550_female_urban.json
862-67-3988|4325129167885|Elizabeth|Craig|F|043 Webb Loaf|Montebello|CA|90640|34.0133|-118.113|62549|Press photographer|1935-12-06|194616127414|adults_50up_female_urban.json
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json
566-04-2878|4391662995314503|Tara|Sutton|F|70495 Timothy Plain|Scottsdale|AZ|85260|33.6013|-111.8867|268597|Commercial art gallery manager|2000-01-07|904243155845|adults_2550_female_urban.json
764-92-5095|4493964355179709|Laura|White|F|21634 Tiffany Unions Apt. 648|Nashville|AR|71852|33.9576|-93.8707|10102|Oncologist|2002-12-06|946114322860|young_adults_female_urban.json
587-26-2350|213144485290604|Kevin|Colon|M|66435 Roberto Village Apt. 965|Rocklin|CA|95677|38.7877|-121.2366|57307|Secretary, company|1973-07-01|900723720514|adults_50up_male_urban.json
233-19-0170|4654742473522983|Dawn|Jones|F|14692 Tristan Drives|Hudson|MA|01749|42.3918|-71.5609|19063|Waste management officer|1961-05-30|450800859368|adults_50up_female_urban.json
233-31-4658|6529096534523185|Amber|Stephens|F|1352 Shawn Villages Apt. 369|Rosharon|TX|77583|29.4203|-95.4537|28531|Best boy|1974-06-26|500619518368|adults_50up_female_urban.json
846-21-8411|340713502906453|Stephen|Santiago|M|90581 Jessica Keys Suite 726|Troy|VA|22974|37.9636|-78.2535|5385|Journalist, newspaper|1965-08-21|312354643494|adults_50up_male_urban.json
490-57-0463|180051863940453|Donald|Lynn|M|09950 Sheila Passage Suite 743|Los Angeles|CA|90025|34.0447|-118.4487|2383912|Editor, commissioning|2004-03-13|813865635358|young_adults_male_urban.json
199-03-2349|379653347304205|Larry|Bolton|M|8356 Boyd Port|Winder|GA|30680|33.9985|-83.7115|37837|Nature conservation officer|1982-11-26|903697313228|adults_2550_male_urban.json
711-75-5634|6011376671236154|Jeremy|Garrett|M|237 Barton Lakes|Pawtucket|RI|02860|41.8729|-71.3907|71377|Local government officer|1987-08-29|234673957838|adults_2550_male_urban.json
290-93-9142|30192732650402|Meagan|Lester|F|07331 Hopkins Club Apt. 658|Hallandale|FL|33009|25.985|-80.1407|39341|Civil engineer, contracting|1995-03-22|814294239544|adults_2550_female_urban.json
770-06-2709|213164140533784|Vanessa|Larsen|F|22655 Jackson Islands Apt. 722|Oakboro|NC|28129|35.246|-80.3413|5399|Midwife|1998-01-13|586806805800|adults_2550_female_urban.json
288-35-8438|4912641668936|Scott|Hardy|M|828 Jacqueline Way|Ridgewood|NJ|07450|40.982|-74.1131|24985|Chiropodist|1997-02-03|71946758464|adults_2550_male_urban.json
675-20-4325|6534333847399166|Kyle|Hobbs|M|7092 Dwayne Way|Rochester|IN|46975|41.0655|-86.231|14691|Fitness centre manager|2008-07-30|25902241599|young_adults_male_urban.json
404-36-1471|3512002633750147|Anna|Dalton|F|363 Brandon Gardens Apt. 892|Alexander|AR|72002|34.6313|-92.4727|14134|Insurance underwriter|1982-11-06|43568775437|adults_2550_female_urban.json
885-44-8057|6534505556985190|Samuel|Castro|M|578 Jeremiah Parkways|Richmond|VA|23224|37.4955|-77.471|536907|Charity officer|1968-05-09|480186091024|adults_50up_male_urban.json
533-16-5333|502044469042|Debra|Weiss|F|41439 Elizabeth Key|San Diego|CA|92110|32.7635|-117.2028|1241364|Production assistant, television|1930-12-21|704736916655|adults_50up_female_urban.json
128-94-2399|630489207773|Juan|Wright|M|2946 Lori Shores|Eunice|LA|70535|30.5116|-92.3985|18215|Chartered management accountant|1968-05-08|240099080418|adults_50up_male_urban.json
437-04-8485|630442051862|Kimberly|Jordan|F|65434 Keith Mount|Hyndman|PA|15545|39.8049|-78.7335|2879|Fashion designer|1999-08-05|931601899203|adults_2550_female_urban.json
830-80-9705|6582020225441907|Eric|Grimes|M|89188 Washington Trail|Saginaw|MI|48609|43.3869|-84.0926|135669|Environmental health practitioner|1949-10-22|82021616302|adults_50up_male_urban.json
881-51-8091|375112673442984|Stacey|Boyd|F|083 Jessica Terrace Apt. 565|Philadelphia|PA|19148|39.9207|-75.1595|1526206|Travel agency manager|1968-08-16|368165336251|adults_50up_female_urban.json
511-25-3598|4026192085273|Scott|Baker|M|5413 Jessica Unions Apt. 922|Orlando|FL|32807|28.5515|-81.3051|878243|Personnel officer|1999-05-16|895337912963|adults_2550_male_urban.json
383-51-6820|4931984672267409|Valerie|Jackson|F|4189 Henry Forges Apt. 542|Houston|TX|77092|29.8324|-95.472|2906700|Sales promotion account executive|1999-06-01|233230300610|adults_2550_female_urban.json
246-31-5390|501882939009|Kimberly|Cooke|F|2350 Jerry Locks Suite 578|Brookfield|CT|06804|41.465|-73.398|16466|Forest/woodland manager|1987-11-25|320018294192|adults_2550_female_urban.json
676-54-8855|639078856916|Jacob|Johnson|M|07244 Manuel Oval Apt. 259|Billings|MT|59105|45.9497|-108.599|128125|Engineer, site|1977-09-07|654354678540|adults_2550_male_urban.json
137-26-8099|348506042386539|Nicole|Jones|F|0332 Danielle Village|Coldwater|MS|38618|34.6924|-89.9869|12031|Press photographer|1941-07-24|895886929875|adults_50up_female_urban.json
346-86-7441|4138348886202238769|Robin|Galloway|F|96362 Matthew Throughway Apt. 355|Leominster|MA|01453|42.5274|-71.7563|40883|Tourist information centre manager|1944-07-07|455316333780|adults_50up_female_urban.json
664-25-5599|4795871469206044|Tara|Bush|F|035 Mack Ridge Suite 918|Lubbock|TX|79423|33.5146|-101.8795|254282|Bookseller|1976-08-22|891720192952|adults_2550_female_urban.json
784-40-1966|4844838196599588|Valerie|Howard|F|81273 Jennifer Ports Suite 626|Junction City|WI|54443|44.5963|-89.7438|2137|Embryologist, clinical|2005-10-08|772183075366|young_adults_female_rural.json
164-06-5506|6011273735458710|Katie|Le|F|15255 Darius Isle Apt. 816|Tampa|FL|33647|28.1147|-82.3678|717255|Academic librarian|1984-09-06|162934500346|adults_2550_female_urban.json
574-48-1394|30184350279424|Jonathon|Holt|M|9040 Henry Isle Apt. 370|Dover|DE|19904|39.1605|-75.5974|69187|Scientist, product/process development|1957-04-23|716846255828|adults_50up_male_urban.json
841-61-0057|4467902814943572|Elizabeth|Andrade|F|12246 Jimmy Run|Bellevue|WA|98007|47.6174|-122.1426|131324|Historic buildings inspector/conservation officer|1990-08-29|923778149298|adults_2550_female_urban.json
602-50-2473|4879781693623485|Gina|Holt|F|31834 Wise Rapids Apt. 380|Lake Worth|FL|33461|26.6232|-80.0946|215808|Theatre director|1999-04-13|948478703229|adults_2550_female_urban.json
320-52-6857|6529242163003046|Thomas|Noble|M|616 Cortez Track|Reisterstown|MD|21136|39.46|-76.8135|33781|Camera operator|1986-05-27|614506034259|adults_2550_male_urban.json
138-21-3472|2498371716392535|Linda|Butler|F|04170 Morales Trail|Niles|MI|49120|41.8202|-86.2368|37122|Patent examiner|1971-04-29|996866864260|adults_50up_female_urban.json
712-44-9797|30467701726825|Michael|Ford|M|801 Richmond Road Suite 776|Marblehead|MA|01945|42.4984|-70.8653|19808|Dealer|1947-09-26|27633287511|adults_50up_male_urban.json
875-99-6899|6581316194142968|David|Patel|M|704 Ramirez Shoals|Wildwood|FL|34785|28.8454|-82.0347|17406|Press photographer|1959-04-29|559725830203|adults_50up_male_urban.json
048-25-3553|348819643215530|Andrea|Anderson|F|45409 Zachary Lights|Spring Hill|FL|34610|28.4079|-82.5398|115476|Psychiatrist|1984-08-21|985816323860|adults_2550_female_urban.json
088-66-5667|180085181164081|Garrett|Carroll|M|65983 Ross Light|San Mateo|CA|94404|37.5538|-122.27|131801|Scientist, clinical (histocompatibility and immunogenetics)|1992-04-09|198496955586|adults_2550_male_urban.json
735-33-5937|675922875157|Kevin|Rios|M|7810 Young Landing Suite 599|Ludlow|MA|01056|42.1728|-72.471|21103|Estate agent|1997-07-26|103024264692|adults_2550_male_urban.json
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json
053-11-5144|30114395152617|Ronald|Morse|M|9718 Garrison Lane|Dallas|TX|75253|32.6833|-96.5964|1263321|Marine scientist|1963-06-19|69504881946|adults_50up_male_urban.json
457-20-2711|3510276689622614|Heather|Lee|F|541 Brianna Brook|Du Quoin|IL|62832|38.0137|-89.2333|9208|Dramatherapist|1967-03-17|74535449168|adults_50up_female_urban.json
843-67-6601|3533796887532706|Brenda|Henderson|F|622 Danielle Meadows|Quinnesec|MI|49876|45.7999|-87.9922|1240|Licensed conveyancer|1997-09-18|18600574097|adults_2550_female_rural.json
837-14-6744|4675533058717113|Shannon|Lewis|F|2276 Tonya Trail Apt. 250|Brookshire|TX|77423|29.8072|-95.9755|9483|Company secretary|1991-09-04|150161649890|adults_2550_female_urban.json
428-41-8439|30035035531847|Angela|Murray|F|557 Howard Village Suite 412|Janesville|CA|96114|40.2963|-120.5098|3220|Television floor manager|1996-06-02|816782870|adults_2550_female_urban.json
680-04-7254|345351340727875|Julie|Hill|F|26418 Patricia River Suite 063|Toledo|OH|43605|41.6525|-83.5085|316948|Radio broadcast assistant|1970-05-03|321659972213|adults_50up_female_urban.json
311-48-4852|4941741951433198263|Terry|Maxwell|M|422 Lopez Grove Suite 281|Cumming|GA|30040|34.2321|-84.158|129584|Doctor, general practice|1960-04-17|983444862066|adults_50up_male_urban.json
201-10-9559|6532692387387127|Timothy|Ware|M|2908 Matthews Station Apt. 590|Forest Grove|OR|97116|45.5981|-123.1818|24104|Sports coach|1937-07-22|161257595056|adults_50up_male_urban.json
526-03-9848|38485718044687|Daniel|Kim|M|62089 Williams Vista|Eastham|MA|02642|41.8408|-69.9849|4937|Therapist, occupational|1984-10-30|800051053993|adults_2550_male_urban.json
524-24-4333|3522555437892025|Melissa|Cooper|F|68985 Erica Fort|Lithonia|GA|30058|33.7356|-84.1009|90178|Landscape architect|1984-06-16|592443782070|adults_2550_female_urban.json
582-89-0479|060477129419|Sandy|Powers|F|7361 Matthew Ranch Suite 313|Pittsburgh|PA|15235|40.4598|-79.8224|687276|Chief Financial Officer|1966-03-19|324119408828|adults_50up_female_urban.json
543-82-8071|676258771549|Tracey|Rosario|F|6094 Reid Glen|Flint|TX|75762|32.2079|-95.3948|12466|Tour manager|2001-02-27|702954168813|young_adults_female_urban.json
530-74-7611|4438884454831091|Sheila|Ruiz|F|416 Williams Islands Apt. 686|Springdale|AR|72762|36.1835|-94.1762|85572|Teacher, English as a foreign language|1934-02-02|148838727124|adults_50up_female_urban.json
452-41-1392|4730768677205758001|Stacey|Boyer|F|21729 Gregory Turnpike Suite 838|El Paso|TX|79924|31.9021|-106.4149|749635|Editor, film/video|1944-08-29|750228999746|adults_50up_female_urban.json
599-44-6065|6500678261345552|Joseph|Miller|M|07222 Miller Loaf|Avon|IN|46123|39.7629|-86.3996|31754|Glass blower/designer|1981-10-03|228712711740|adults_2550_male_urban.json
020-42-1707|630488255179|Barbara|Anderson|F|6372 Young Branch|Eugene|OR|97402|44.0612|-123.1555|191096|Archivist|1954-07-10|280603934539|adults_50up_female_urban.json
428-98-3186|2250519773855095|Lauren|Rice|F|0308 Krause Mall Suite 536|Rainelle|WV|25962|37.9661|-80.7821|3806|English as a second language teacher|1982-02-14|539067060588|adults_2550_female_urban.json
161-03-1658|3525557751415604|Ashley|Walker|F|51522 Todd Throughway Apt. 848|Santa Barbara|CA|93101|34.4197|-119.7078|132916|Police officer|1957-03-07|389612896567|adults_50up_female_urban.json
750-81-0337|30238182934935|Jamie|Ward|F|4019 Baker Mountains|Sikeston|MO|63801|36.8911|-89.582|23123|Soil scientist|1986-03-14|376514150112|adults_2550_female_urban.json
163-90-0961|4687263685259786|Terry|Hill|M|618 Bell Neck|Tarboro|NC|27886|35.8983|-77.5421|21591|Engineer, electrical|1966-09-03|588574626367|adults_50up_male_urban.json
546-38-7821|374854126997756|Bryan|Hendricks|M|207 Jeremy Flats Apt. 009|Wildwood|FL|34785|28.8454|-82.0347|17406|Midwife|1991-07-27|594766490875|adults_2550_male_urban.json
297-82-2197|501805400493|Stacy|Hodge|F|8142 Ford Estates|Washington|NC|27889|35.5884|-77.1404|27468|Doctor, general practice|1992-07-28|373265431212|adults_2550_female_urban.json
667-60-3554|4187322145666|Leslie|Wagner|F|892 Kendra Rapid Apt. 158|Reynoldsburg|OH|43068|39.9551|-82.8035|51836|Armed forces operational officer|1969-08-31|530213313610|adults_50up_female_urban.json
195-60-3893|4146120885334600|Richard|Miller|M|337 Gordon Island|Houston|TX|77014|29.9796|-95.4625|2906700|Insurance risk surveyor|1999-06-15|953890240038|adults_2550_male_urban.json
437-71-7444|213160023360063|Christine|Smith|F|76056 Daniel Burgs Suite 777|Peoria|IL|61614|40.7681|-89.6026|142158|Research officer, government|1978-04-30|301394170601|adults_2550_female_urban.json
226-48-7297|4023808040099|Jason|Thornton|M|05273 Tucker Lakes Apt. 520|Mesquite|TX|75150|32.8154|-96.6307|163734|Chief Technology Officer|1992-03-07|635442827627|adults_2550_male_urban.json
522-09-9067|4425903501711|Amber|Rosales|F|0159 Alexis Walks|Minneapolis|MN|55416|44.9497|-93.3373|1022298|Airline pilot|1967-07-01|969392930567|adults_50up_female_urban.json
390-51-5397|4309102853193100559|Robin|Maddox|F|44372 Santos Way|Garretson|SD|57030|43.7162|-96.5196|2959|Heritage manager|1940-10-07|157820487594|adults_50up_female_urban.json
887-48-9912|374321302149479|Heather|Robinson|F|99929 Moore Mission Apt. 034|Chester|WV|26034|40.5981|-80.5584|4905|Armed forces technical officer|1985-06-17|277968653366|adults_2550_female_urban.json
604-10-2915|503815309250|Michele|Lopez|F|720 April Brook|Yorktown Heights|NY|10598|41.2999|-73.7924|28647|Sport and exercise psychologist|1983-10-29|901693854909|adults_2550_female_urban.json
576-82-2820|4535628104403922|Brett|Miller|M|5050 Carter Terrace|Elgin|IL|60120|42.0384|-88.2606|117295|Forest/woodland manager|1987-03-18|940065555401|adults_2550_male_urban.json
094-56-5786|4822258887044|Lisa|Oconnell|F|508 Smith Circles|Broadview Heights|OH|44147|41.3141|-81.6731|19480|Psychologist, counselling|1977-02-24|191346208237|adults_2550_female_urban.json
647-94-3194|38526566315628|Christopher|Miles|M|2686 Alvarado Stravenue|Denver|CO|80260|39.8672|-105.0041|990452|Arboriculturist|1963-12-26|578696450572|adults_50up_male_urban.json
118-50-7925|3556806936431883|Brian|Green|M|833 Richards Keys Apt. 934|Newark|NJ|07104|40.7664|-74.1695|277237|Aid worker|2003-01-20|450937936369|young_adults_male_urban.json
816-62-2724|38041210594677|Theodore|Merritt|M|3591 William Rest|Nashua|NH|03062|42.7235|-71.4893|86494|Civil engineer, consulting|1983-11-04|454955778123|adults_2550_male_urban.json
289-89-6863|2653897487025475|David|Miller|M|182 Stephanie Heights|Saint Louis|MO|63122|38.5781|-90.4256|927396|Tree surgeon|1968-10-11|351022734532|adults_50up_male_urban.json
652-39-1718|6592458853753730|Joshua|Ramsey|M|114 Shelton Overpass|Minneapolis|MN|55407|44.9378|-93.2545|1022298|Futures trader|1952-08-17|308336695421|adults_50up_male_urban.json
865-28-6984|3593650676238420|Richard|Mclaughlin|M|80061 Amy Pine|Louisville|KY|40258|38.1457|-85.8641|736284|Programme researcher, broadcasting/film/video|1952-04-28|327047252794|adults_50up_male_urban.json
736-08-0449|4350054696617|Jessica|Velez|F|5212 Kevin Squares|Oklahoma City|OK|73120|35.5835|-97.5638|640470|Optometrist|1998-11-17|941277275695|adults_2550_female_urban.json
405-65-1738|4887858511443|Jamie|Wilson|F|094 Gaines Inlet|Concord|NC|28027|35.4141|-80.6162|104595|Sports coach|1985-05-20|946167821688|adults_2550_female_urban.json
386-78-3560|4293767983611072|Michele|Carter|F|73302 Fuentes Junction|Lansing|IL|60438|41.566|-87.5446|28884|Radiation protection practitioner|1975-12-13|857856592420|adults_2550_female_urban.json
341-58-9354|38106443505392|Jeffrey|Peterson|M|62591 Eric Gateway|Maryville|TN|37801|35.6884|-84.0769|81474|Soil scientist|2002-02-15|51955559380|young_adults_male_urban.json
778-17-9583|6011698107880234|Morgan|James|F|667 Suzanne Heights|Trenton|NJ|08638|40.251|-74.7627|270100|Designer, graphic|1952-10-30|558530587077|adults_50up_female_urban.json
885-97-6468|4620082107501892|Jean|Gilbert|F|79648 Nathan Expressway|Harpers Ferry|WV|25425|39.3153|-77.7694|12835|Field seismologist|1990-09-28|991165967466|adults_2550_female_urban.json
120-69-7749|4911047798859|David|Bowen|M|507 Anderson Center|Dunkerton|IA|50626|42.578|-92.1588|1804|Scientist, research (maths)|2002-08-14|921520796814|young_adults_male_rural.json
793-99-4753|4283191907128|Lori|Foster|F|7578 Rodney River Apt. 286|Pittsburgh|PA|15212|40.4282|-80.075|687276|Ship broker|2005-06-06|690107347110|young_adults_female_urban.json
654-68-8008|4951625808988617|Danielle|White|F|947 Nelson Ferry Suite 249|Folcroft|PA|19032|39.8905|-75.2821|6606|Investment banker, corporate|2008-07-12|885094985086|young_adults_female_urban.json
606-51-9951|3598434576676764|Daniel|Poole|M|3455 Mitchell Key Suite 460|Knoxville|TN|37923|35.9331|-84.0761|391389|Building services engineer|1963-03-17|818256297216|adults_50up_male_urban.json
872-17-3959|213128828136905|Evelyn|Silva|F|433 Young Ridge Apt. 083|La Porte|TX|77571|29.6884|-95.0513|35666|Adult guidance worker|1989-11-03|381569775385|adults_2550_female_urban.json
427-04-1694|3580572478787856|Angel|Gordon|M|63438 Powell Courts Suite 793|Torrance|CA|90504|33.8708|-118.3295|174353|Comptroller|2004-03-08|965425421347|young_adults_male_urban.json
437-62-7350|2263821773055337|Adrian|Pittman|M|85730 Copeland Brooks|Lena|IL|61048|42.3791|-89.8253|4360|Pension scheme manager|2000-10-26|233555142927|young_adults_male_urban.json
491-54-7138|38020330405154|Justin|Diaz|M|67709 Wu Vista Apt. 405|Greeley|CO|80634|40.4109|-104.7541|101464|Energy manager|1980-01-24|110884716263|adults_2550_male_urban.json
824-58-4244|30588091671543|Timothy|Clark|M|67486 Sarah Harbor Suite 374|Johnson City|NY|13790|42.1267|-75.9685|19104|Human resources officer|1979-09-14|770571782727|adults_2550_male_urban.json
031-88-5755|30031991137216|Eric|Scott|M|66258 Carl Drive|Hesperia|CA|92345|34.4222|-117.3025|99484|Airline pilot|1988-08-25|627846458530|adults_2550_male_urban.json
787-66-5931|4805095111942|Lance|Hall|M|00522 Edward Forge Apt. 302|League City|TX|77573|29.5173|-95.0963|71580|Herbalist|1973-08-23|779704707593|adults_50up_male_urban.json
346-01-0976|30143899877627|Paul|Martin|M|52553 Jones Cliff|Corona|NY|11368|40.7453|-73.8611|109931|Psychologist, educational|2004-03-15|821906874494|young_adults_male_urban.json
712-51-3660|3543560458965069|Danielle|Jackson|F|944 Rocha Village|Charlotte|NC|28226|35.0869|-80.8167|790689|Medical physicist|1992-05-30|541995324041|adults_2550_female_urban.json
588-11-8844|3510905457871249|Catherine|Patterson|F|9349 Harry Terrace Apt. 240|Santa Fe|NM|87501|35.6975|-105.9821|122813|Video editor|1999-11-04|655520718363|adults_2550_female_urban.json
055-05-2320|3527259782084404|Lee|Blair|M|1425 Jacob Station|Austin|TX|78753|30.3648|-97.6827|940359|Intelligence analyst|1988-08-24|692895959049|adults_2550_male_urban.json
653-11-8563|2719305212604996|Cheryl|Mcgee|F|023 Phillips Radial Suite 240|Phoenix|AZ|85037|33.4913|-112.2468|1312922|Engineer, water|1949-12-15|927245176899|adults_50up_female_urban.json
322-44-8607|5185099125794600|David|Porter|M|18866 Rangel Fort|Yulee|FL|32097|30.6222|-81.5906|15616|Civil engineer, consulting|1998-04-11|44373726169|adults_2550_male_urban.json
630-77-6455|2235016155207474|John|Allen|M|362 Donovan Spurs|Napa|CA|94559|38.2904|-122.2841|94014|Location manager|1965-05-07|35576453371|adults_50up_male_urban.json
143-10-8848|213189792566055|Vicki|Murphy|F|10467 Fischer Villages Suite 450|Chicago|IL|60634|41.9463|-87.8061|2680484|Community pharmacist|1987-08-12|763554021522|adults_2550_female_urban.json
114-15-0540|3558129793456275|Todd|Williams|M|159 Koch Motorway|Kilgore|TX|75662|32.3836|-94.8653|24536|Charity officer|1981-03-25|453773145149|adults_2550_male_urban.json
835-74-9792|2284408794971331|Helen|Taylor|F|56744 Jon Shores Suite 096|Goleta|CA|93117|34.4296|-119.8612|53217|Doctor, general practice|1972-07-27|565708497502|adults_50up_female_urban.json
322-59-9294|6595840911418421|Jordan|Huang|M|528 Brown Ways Apt. 560|Philadelphia|PA|19142|39.9223|-75.2338|1526206|Designer, multimedia|1992-09-27|902268045114|adults_2550_male_urban.json
203-50-9212|4637295756495841|Nathan|Morrow|M|0003 Smith Island|Belmont|MI|49306|43.075|-85.5632|9244|Water quality scientist|1994-10-18|164081678316|adults_2550_male_urban.json
011-23-3862|4075444649909878|Crystal|Meyer|F|11872 Stein Lodge Suite 480|Oak Park|CA|91377|34.185|-118.7669|13811|Engineer, production|2002-07-03|425072778631|young_adults_female_urban.json
775-63-2297|6011583840211766|Victoria|Murray|F|1158 Guerrero Meadows|Corydon|IN|47112|38.2189|-86.1145|16722|Transport planner|1970-11-03|35702336155|adults_50up_female_urban.json
652-40-6989|345054469398425|Karen|Gonzalez|F|7608 Lawson Trail Apt. 472|Saint Charles|MO|63301|38.8014|-90.5065|134684|Theatre manager|1937-08-26|835165842393|adults_50up_female_urban.json
209-42-5378|4321687843733401|Aaron|Payne|M|174 William Villages|New Orleans|LA|70114|29.9379|-90.0331|382333|Barista|1994-02-15|877141893546|adults_2550_male_urban.json
392-16-0115|4218253648028756|Paul|Anderson|M|601 Nichols Turnpike Suite 230|Huntington Beach|CA|92648|33.6773|-118.0051|190249|Dance movement psychotherapist|1990-08-25|991200984035|adults_2550_male_urban.json
777-12-0174|4164151896743|Jessica|Smith|F|14307 Theresa Parkways|Tionesta|PA|16353|41.5116|-79.3663|3348|Chief Marketing Officer|1985-03-26|543575208093|adults_2550_female_urban.json
